Line Number,Text,Season,Episode,Episode Name
56,When out of the blue you start,2,1,Guy Walks Into a Psychiatrists Office
57,telling me you're my friend!,2,1,Guy Walks Into a Psychiatrists Office
58,"Oh, is that right?",2,1,Guy Walks Into a Psychiatrists Office
59,"Anthony Jr., get up!",2,1,Guy Walks Into a Psychiatrists Office
60,I think I'm sick!,2,1,Guy Walks Into a Psychiatrists Office
61,You owe me the fucking explanation!,2,1,Guy Walks Into a Psychiatrists Office
62,You know it!,2,1,Guy Walks Into a Psychiatrists Office
63,"Well, remind me never",2,1,Guy Walks Into a Psychiatrists Office
64,to get sick again.,2,1,Guy Walks Into a Psychiatrists Office
65,"Never to have a serious illness,",2,1,Guy Walks Into a Psychiatrists Office
66,"because with you, Sylvio and Paulie...",2,1,Guy Walks Into a Psychiatrists Office
67,"...and all you pricks, weakness",2,1,Guy Walks Into a Psychiatrists Office
68,spreads as fucking treason!,2,1,Guy Walks Into a Psychiatrists Office
69,Fuck you! I don't want to hear,2,1,Guy Walks Into a Psychiatrists Office
70,about your back anymore!,2,1,Guy Walks Into a Psychiatrists Office
71,"Who's your fucking boss, huh?",2,1,Guy Walks Into a Psychiatrists Office
72,Who gets the explanation?,2,1,Guy Walks Into a Psychiatrists Office
73,Am I supposed to trust you?,2,1,Guy Walks Into a Psychiatrists Office
74,You off-the-reservation cocksucker!,2,1,Guy Walks Into a Psychiatrists Office
75,"It was a broad, Tony.",2,1,Guy Walks Into a Psychiatrists Office
76,It was complicated.,2,1,Guy Walks Into a Psychiatrists Office
77,"My back was for shit, you knew that.",2,1,Guy Walks Into a Psychiatrists Office
78,I don't want to hear about your back!,2,1,Guy Walks Into a Psychiatrists Office
79,That's how we met.,2,1,Guy Walks Into a Psychiatrists Office
80,"This fucking ""spondylolisth.""",2,1,Guy Walks Into a Psychiatrists Office
81,That's why I was popping Percocets,2,1,Guy Walks Into a Psychiatrists Office
82,like freaking Jujubes.,2,1,Guy Walks Into a Psychiatrists Office
83,"So my doctor, he prescribes",2,1,Guy Walks Into a Psychiatrists Office
84,this clinic for me in Puerto Rico.,2,1,Guy Walks Into a Psychiatrists Office
85,"I didn't exactly object,",2,1,Guy Walks Into a Psychiatrists Office
86,given the vibes around here.,2,1,Guy Walks Into a Psychiatrists Office
87,"Go ahead, check.",2,1,Guy Walks Into a Psychiatrists Office
88,You don't tell your wife?,2,1,Guy Walks Into a Psychiatrists Office
89,That twat brought on most of this.,2,1,Guy Walks Into a Psychiatrists Office
90,How?,2,1,Guy Walks Into a Psychiatrists Office
91,Listen.,2,1,Guy Walks Into a Psychiatrists Office
92,Down there I met this girl.,2,1,Guy Walks Into a Psychiatrists Office
93,Twenty-six...,2,1,Guy Walks Into a Psychiatrists Office
94,...an acupuncturist. It was the only,2,1,Guy Walks Into a Psychiatrists Office
95,thing that helped my sciatic nerve.,2,1,Guy Walks Into a Psychiatrists Office
96,One thing led to another.,2,1,Guy Walks Into a Psychiatrists Office
97,You can't send one feeler to me?,2,1,Guy Walks Into a Psychiatrists Office
98,I'm gonna trust you?,2,1,Guy Walks Into a Psychiatrists Office
99,Paulie? Take the word of a,2,1,Guy Walks Into a Psychiatrists Office
100,degenerate cop over me?,2,1,Guy Walks Into a Psychiatrists Office
101,"Tony, who are you",2,1,Guy Walks Into a Psychiatrists Office
102,talking to down there?,2,1,Guy Walks Into a Psychiatrists Office
103,Jesus!,2,1,Guy Walks Into a Psychiatrists Office
104,"So why'd you come back, huh?",2,1,Guy Walks Into a Psychiatrists Office
105,What changed?,2,1,Guy Walks Into a Psychiatrists Office
106,Nothing changed. That's the problem.,2,1,Guy Walks Into a Psychiatrists Office
107,Still got two kids in college.,2,1,Guy Walks Into a Psychiatrists Office
108,"One just got married, needs my help.",2,1,Guy Walks Into a Psychiatrists Office
109,I gotta get my action back.,2,1,Guy Walks Into a Psychiatrists Office
110,"Oh, just like that?",2,1,Guy Walks Into a Psychiatrists Office
111,"I came to you, Tony.",2,1,Guy Walks Into a Psychiatrists Office
112,I'm in your hands.,2,1,Guy Walks Into a Psychiatrists Office
113,Bring up two cases of bottled water,2,1,Guy Walks Into a Psychiatrists Office
114,"with you, then!",2,1,Guy Walks Into a Psychiatrists Office
115,Come here.,2,1,Guy Walks Into a Psychiatrists Office
116,"Come here, you fat fuck.",2,1,Guy Walks Into a Psychiatrists Office
117,"Hey, my back! I still gotta get",2,1,Guy Walks Into a Psychiatrists Office
118,these frigging shots.,2,1,Guy Walks Into a Psychiatrists Office
119,You fucking beached whale.,2,1,Guy Walks Into a Psychiatrists Office
120,Hey!,2,1,Guy Walks Into a Psychiatrists Office
121,Want to pat this down too?,2,1,Guy Walks Into a Psychiatrists Office
122,Come here.,2,1,Guy Walks Into a Psychiatrists Office
123,Come on.,2,1,Guy Walks Into a Psychiatrists Office
124,Don't ever pull this shit again.,2,1,Guy Walks Into a Psychiatrists Office
125,So your uncle's under indictment?,2,1,Guy Walks Into a Psychiatrists Office
126,12 RICO predicates.,2,1,Guy Walks Into a Psychiatrists Office
127,Who stepped up to run his crew?,2,1,Guy Walks Into a Psychiatrists Office
128,Piss boy. Philly Parisi.,2,1,Guy Walks Into a Psychiatrists Office
129,"Oh, yeah, Philly.",2,1,Guy Walks Into a Psychiatrists Office
130,Philly! Don't forget the pastries!,2,1,Guy Walks Into a Psychiatrists Office
131,That's my favorite bag.,2,1,Guy Walks Into a Psychiatrists Office
132,Don't lose it.,2,1,Guy Walks Into a Psychiatrists Office
133,"Yo, Philly!",2,1,Guy Walks Into a Psychiatrists Office
134,Were you waiting long?,2,1,Guy Walks Into a Psychiatrists Office
135,Not bad. We were late landing anyhow.,2,1,Guy Walks Into a Psychiatrists Office
136,"Thanks for doing this, Philly.",2,1,Guy Walks Into a Psychiatrists Office
137,"Coming off the lam,",2,1,Guy Walks Into a Psychiatrists Office
138,every nickel counts.,2,1,Guy Walks Into a Psychiatrists Office
139,These fucking cabs!,2,1,Guy Walks Into a Psychiatrists Office
140,So how's Boston?,2,1,Guy Walks Into a Psychiatrists Office
141,It was good to be back,2,1,Guy Walks Into a Psychiatrists Office
142,"for a while, then, you know...",2,1,Guy Walks Into a Psychiatrists Office
143,"Do I? That place is Scranton,",2,1,Guy Walks Into a Psychiatrists Office
144,with clams.,2,1,Guy Walks Into a Psychiatrists Office
145,"So, what's been going on?",2,1,Guy Walks Into a Psychiatrists Office
146,Same tale of woe...,2,1,Guy Walks Into a Psychiatrists Office
147,What's this I hear about Tony,2,1,Guy Walks Into a Psychiatrists Office
148,"Soprano's mother, some accident?",2,1,Guy Walks Into a Psychiatrists Office
149,Had her in a nursing home.,2,1,Guy Walks Into a Psychiatrists Office
150,Get out of here.,2,1,Guy Walks Into a Psychiatrists Office
151,This upset Junior no end.,2,1,Guy Walks Into a Psychiatrists Office
152,When Junior come after him...,2,1,Guy Walks Into a Psychiatrists Office
153,"...Tony went to the home,",2,1,Guy Walks Into a Psychiatrists Office
154,tried to suffocate his own mother.,2,1,Guy Walks Into a Psychiatrists Office
155,You shouldn't spread that rumor.,2,1,Guy Walks Into a Psychiatrists Office
156,That's some ugly shit.,2,1,Guy Walks Into a Psychiatrists Office
157,Only telling you.,2,1,Guy Walks Into a Psychiatrists Office
158,"Listen, you'd be fucking amazed.",2,1,Guy Walks Into a Psychiatrists Office
159,There's more?,2,1,Guy Walks Into a Psychiatrists Office
160,"No, what?",2,1,Guy Walks Into a Psychiatrists Office
161,He was seeing a psychiatrist.,2,1,Guy Walks Into a Psychiatrists Office
162,Tony?,2,1,Guy Walks Into a Psychiatrists Office
163,Fucking broad from Montclair.,2,1,Guy Walks Into a Psychiatrists Office
164,Anyway...,2,1,Guy Walks Into a Psychiatrists Office
165,...this...,2,1,Guy Walks Into a Psychiatrists Office
166,...is who leads us now.,2,1,Guy Walks Into a Psychiatrists Office
167,"Here you go, kid.",2,1,Guy Walks Into a Psychiatrists Office
168,"There you go, you big mouth fuck!",2,1,Guy Walks Into a Psychiatrists Office
169,Fuck!,2,1,Guy Walks Into a Psychiatrists Office
170,It's done.,2,1,Guy Walks Into a Psychiatrists Office
171,Maybe she's seeing someone.,2,1,Guy Walks Into a Psychiatrists Office
172,"You know, the way I see you.",2,1,Guy Walks Into a Psychiatrists Office
173,See why she'd never tell me.,2,1,Guy Walks Into a Psychiatrists Office
174,I'm afraid we have to stop now.,2,1,Guy Walks Into a Psychiatrists Office
175,When will your office be finished?,2,1,Guy Walks Into a Psychiatrists Office
176,My new carpet's not in yet.,2,1,Guy Walks Into a Psychiatrists Office
177,I'm sorry. I know this is awkward.,2,1,Guy Walks Into a Psychiatrists Office
178,My old therapist worked,2,1,Guy Walks Into a Psychiatrists Office
179,out of his home.,2,1,Guy Walks Into a Psychiatrists Office
180,That's... not convenient for me.,2,1,Guy Walks Into a Psychiatrists Office
181,Yes?,2,1,Guy Walks Into a Psychiatrists Office
182,It's all over. Safe to go home now.,2,1,Guy Walks Into a Psychiatrists Office
183,How'd you get this number?,2,1,Guy Walks Into a Psychiatrists Office
184,Where are you calling from?,2,1,Guy Walks Into a Psychiatrists Office
185,Are you watching me?,2,1,Guy Walks Into a Psychiatrists Office
186,"You know, Webistics would",2,1,Guy Walks Into a Psychiatrists Office
187,be perfect for your portfolio.,2,1,Guy Walks Into a Psychiatrists Office
188,I know you're on a fixed income but...,2,1,Guy Walks Into a Psychiatrists Office
189,...with Webistics you could triple,2,1,Guy Walks Into a Psychiatrists Office
190,your money in a year.,2,1,Guy Walks Into a Psychiatrists Office
191,What time is it?,2,1,Guy Walks Into a Psychiatrists Office
192,"So, ""E.F.""",2,1,Guy Walks Into a Psychiatrists Office
193,I'm listening.,2,1,Guy Walks Into a Psychiatrists Office
194,"It's fucking tedious, this shit.",2,1,Guy Walks Into a Psychiatrists Office
195,"Well, you are the boss.",2,1,Guy Walks Into a Psychiatrists Office
196,If it's your executive decision,2,1,Guy Walks Into a Psychiatrists Office
197,to go down the shore...,2,1,Guy Walks Into a Psychiatrists Office
198,...fuck it.,2,1,Guy Walks Into a Psychiatrists Office
199,Yeah.,2,1,Guy Walks Into a Psychiatrists Office
200,"Yo, Matthew.",2,1,Guy Walks Into a Psychiatrists Office
201,I gotta take a meeting.,2,1,Guy Walks Into a Psychiatrists Office
202,Keep things in control here.,2,1,Guy Walks Into a Psychiatrists Office
203,"Word up. Later, chief!",2,1,Guy Walks Into a Psychiatrists Office
204,I shouldn't be telling you this.,2,1,Guy Walks Into a Psychiatrists Office
205,Webistics is the next Yahoo.,2,1,Guy Walks Into a Psychiatrists Office
206,We're only selling it to,2,1,Guy Walks Into a Psychiatrists Office
207,preferred clients.,2,1,Guy Walks Into a Psychiatrists Office
208,"American Forestry? 191/2,",2,1,Guy Walks Into a Psychiatrists Office
209,up 3/8. Very sound company.,2,1,Guy Walks Into a Psychiatrists Office
210,Uh-huh.,2,1,Guy Walks Into a Psychiatrists Office
211,Depends on whether you want to go,2,1,Guy Walks Into a Psychiatrists Office
212,for growth or value.,2,1,Guy Walks Into a Psychiatrists Office
213,We've got hundreds of mutual funds,2,1,Guy Walks Into a Psychiatrists Office
214,to choose from...,2,1,Guy Walks Into a Psychiatrists Office
215,You're supposed to push Webistics!,2,1,Guy Walks Into a Psychiatrists Office
216,I was just giving them alternatives.,2,1,Guy Walks Into a Psychiatrists Office
217,Shit!,2,1,Guy Walks Into a Psychiatrists Office
218,Webistics is our pick of the week.,2,1,Guy Walks Into a Psychiatrists Office
219,"Why? It's got a 3 million float,",2,1,Guy Walks Into a Psychiatrists Office
220,the competition's robust and their...,2,1,Guy Walks Into a Psychiatrists Office
221,...technology's two years behind!,2,1,Guy Walks Into a Psychiatrists Office
222,Your stock's a dog!,2,1,Guy Walks Into a Psychiatrists Office
223,Ahh!,2,1,Guy Walks Into a Psychiatrists Office
224,"We say sell, you sell!",2,1,Guy Walks Into a Psychiatrists Office
225,Don't think about it!,2,1,Guy Walks Into a Psychiatrists Office
226,Please! Stop!,2,1,Guy Walks Into a Psychiatrists Office
227,Hey! Stop that!,2,1,Guy Walks Into a Psychiatrists Office
228,I'm still manager. This is,2,1,Guy Walks Into a Psychiatrists Office
229,unacceptable. Where's Moltisanti?,2,1,Guy Walks Into a Psychiatrists Office
230,I'm gonna make a call.,2,1,Guy Walks Into a Psychiatrists Office
231,I know who runs this operation.,2,1,Guy Walks Into a Psychiatrists Office
232,Get back in your fucking office.,2,1,Guy Walks Into a Psychiatrists Office
233,Anybody else got a problem?,2,1,Guy Walks Into a Psychiatrists Office
234,Tony.,2,1,Guy Walks Into a Psychiatrists Office
235,"Hey, counselor, how are you?",2,1,Guy Walks Into a Psychiatrists Office
236,How are you?,2,1,Guy Walks Into a Psychiatrists Office
237,Good.,2,1,Guy Walks Into a Psychiatrists Office
238,You look good.,2,1,Guy Walks Into a Psychiatrists Office
239,"Thanks, have a seat.",2,1,Guy Walks Into a Psychiatrists Office
240,You want a drink?,2,1,Guy Walks Into a Psychiatrists Office
241,No.,2,1,Guy Walks Into a Psychiatrists Office
242,"Before we commence, a thousand",2,1,Guy Walks Into a Psychiatrists Office
243,thank-yous for Webistics.,2,1,Guy Walks Into a Psychiatrists Office
244,I sold off some of my Disney,2,1,Guy Walks Into a Psychiatrists Office
245,to buy it.,2,1,Guy Walks Into a Psychiatrists Office
246,My pleasure.,2,1,Guy Walks Into a Psychiatrists Office
247,"So, where do we stand this month?",2,1,Guy Walks Into a Psychiatrists Office
248,Your uncle's petitioning to get out,2,1,Guy Walks Into a Psychiatrists Office
249,"on a medical, pending trial.",2,1,Guy Walks Into a Psychiatrists Office
250,Let him.,2,1,Guy Walks Into a Psychiatrists Office
251,He thinks they might let him out.,2,1,Guy Walks Into a Psychiatrists Office
252,Maybe as a temptation for you to act.,2,1,Guy Walks Into a Psychiatrists Office
253,"Since you're at the helm, it gets",2,1,Guy Walks Into a Psychiatrists Office
254,back to putting up bigger blinds.,2,1,Guy Walks Into a Psychiatrists Office
255,Limiting your exposure to,2,1,Guy Walks Into a Psychiatrists Office
256,potential RICO boo-boos.,2,1,Guy Walks Into a Psychiatrists Office
257,Only way to run a family these days,2,1,Guy Walks Into a Psychiatrists Office
258,is bunker-style...,2,1,Guy Walks Into a Psychiatrists Office
259,...you peer out through the slit.,2,1,Guy Walks Into a Psychiatrists Office
260,Excuse me.,2,1,Guy Walks Into a Psychiatrists Office
261,Yeah.,2,1,Guy Walks Into a Psychiatrists Office
262,You're not gonna believe this.,2,1,Guy Walks Into a Psychiatrists Office
263,Your sister's here.,2,1,Guy Walks Into a Psychiatrists Office
264,Barbara?,2,1,Guy Walks Into a Psychiatrists Office
265,"No, Janice.",2,1,Guy Walks Into a Psychiatrists Office
266,You're shitting me.,2,1,Guy Walks Into a Psychiatrists Office
267,No.,2,1,Guy Walks Into a Psychiatrists Office
268,I wonder what the scam is.,2,1,Guy Walks Into a Psychiatrists Office
269,I'm gonna be 5 grand lighter before,2,1,Guy Walks Into a Psychiatrists Office
270,she rain-dances back to the commune.,2,1,Guy Walks Into a Psychiatrists Office
271,Tell her she can stay.,2,1,Guy Walks Into a Psychiatrists Office
272,Are you sure?,2,1,Guy Walks Into a Psychiatrists Office
273,Yeah.,2,1,Guy Walks Into a Psychiatrists Office
274,"We'll get Barbara, Tom and the kids",2,1,Guy Walks Into a Psychiatrists Office
275,and make a reunion out of it.,2,1,Guy Walks Into a Psychiatrists Office
276,But obviously...,2,1,Guy Walks Into a Psychiatrists Office
277,Your mother isn't welcome.,2,1,Guy Walks Into a Psychiatrists Office
278,Give Janice my love.,2,1,Guy Walks Into a Psychiatrists Office
279,See you later.,2,1,Guy Walks Into a Psychiatrists Office
280,My sister's here from Seattle.,2,1,Guy Walks Into a Psychiatrists Office
281,Nice.,2,1,Guy Walks Into a Psychiatrists Office
282,Where is he?,2,1,Guy Walks Into a Psychiatrists Office
283,Let me pinch those bulldog cheeks.,2,1,Guy Walks Into a Psychiatrists Office
284,Come over here!,2,1,Guy Walks Into a Psychiatrists Office
285,Puerto Rico?,2,1,Guy Walks Into a Psychiatrists Office
286,Yeah.,2,1,Guy Walks Into a Psychiatrists Office
287,That water down there. You think,2,1,Guy Walks Into a Psychiatrists Office
288,you'd have shit some weight off.,2,1,Guy Walks Into a Psychiatrists Office
289,You say we were gonna crab the,2,1,Guy Walks Into a Psychiatrists Office
290,river looking for him?,2,1,Guy Walks Into a Psychiatrists Office
291,What's the matter with you?,2,1,Guy Walks Into a Psychiatrists Office
292,Tony explained it.,2,1,Guy Walks Into a Psychiatrists Office
293,Listen to this.,2,1,Guy Walks Into a Psychiatrists Office
294,You heard about Jimmy Altieri?,2,1,Guy Walks Into a Psychiatrists Office
295,"Flipped, fucking asshole.",2,1,Guy Walks Into a Psychiatrists Office
296,Had two when they buried him.,2,1,Guy Walks Into a Psychiatrists Office
297,"So, all my money on the street...",2,1,Guy Walks Into a Psychiatrists Office
298,"...all those payments,",2,1,Guy Walks Into a Psychiatrists Office
299,I guess just evaporated?,2,1,Guy Walks Into a Psychiatrists Office
300,We made your pickups for you.,2,1,Guy Walks Into a Psychiatrists Office
301,"Thanks, Paulie. I mean that.",2,1,Guy Walks Into a Psychiatrists Office
302,No shit.,2,1,Guy Walks Into a Psychiatrists Office
303,They all paid up to the letter?,2,1,Guy Walks Into a Psychiatrists Office
304,Few things got lost in the confusion.,2,1,Guy Walks Into a Psychiatrists Office
305,You can picture.,2,1,Guy Walks Into a Psychiatrists Office
306,Did what we could with the,2,1,Guy Walks Into a Psychiatrists Office
307,information we had.,2,1,Guy Walks Into a Psychiatrists Office
308,Boss of the family,2,1,Guy Walks Into a Psychiatrists Office
309,deserves the credit.,2,1,Guy Walks Into a Psychiatrists Office
310,Salute!,2,1,Guy Walks Into a Psychiatrists Office
311,Salute!,2,1,Guy Walks Into a Psychiatrists Office
312,"Hey, Silv.",2,1,Guy Walks Into a Psychiatrists Office
313,What?,2,1,Guy Walks Into a Psychiatrists Office
314,What?,2,1,Guy Walks Into a Psychiatrists Office
315,I've been gone a long time.,2,1,Guy Walks Into a Psychiatrists Office
316,Let me hear it.,2,1,Guy Walks Into a Psychiatrists Office
317,"""Just when I thought I was out,",2,1,Guy Walks Into a Psychiatrists Office
318,"they pull me back in.""",2,1,Guy Walks Into a Psychiatrists Office
319,"""All right, Kay.",2,1,Guy Walks Into a Psychiatrists Office
320,"Just this one time, I'll let you",2,1,Guy Walks Into a Psychiatrists Office
321,"ask me about my affairs.""",2,1,Guy Walks Into a Psychiatrists Office
322,"""Is it true, Michael?""",2,1,Guy Walks Into a Psychiatrists Office
323,"""No.""",2,1,Guy Walks Into a Psychiatrists Office
324,"""You fucking schifosa.""",2,1,Guy Walks Into a Psychiatrists Office
325,"""Our true enemy has yet...",2,1,Guy Walks Into a Psychiatrists Office
326,"...to reveal himself.""",2,1,Guy Walks Into a Psychiatrists Office
327,He's on a roll!,2,1,Guy Walks Into a Psychiatrists Office
328,I gotta get the fuck out of here!,2,1,Guy Walks Into a Psychiatrists Office
329,"Oh, Tony, I hate to ruin the party.",2,1,Guy Walks Into a Psychiatrists Office
330,Got a call from Loiaco,2,1,Guy Walks Into a Psychiatrists Office
331,down at brokerage.,2,1,Guy Walks Into a Psychiatrists Office
332,"""Chip and Dale"" sent one",2,1,Guy Walks Into a Psychiatrists Office
333,of the brokers...,2,1,Guy Walks Into a Psychiatrists Office
334,...to the emergency room.,2,1,Guy Walks Into a Psychiatrists Office
335,"Oh, fuck me! These kids!",2,1,Guy Walks Into a Psychiatrists Office
336,"My fucking nephew, right?",2,1,Guy Walks Into a Psychiatrists Office
337,You call him and tell him,2,1,Guy Walks Into a Psychiatrists Office
338,I want to see him right away.,2,1,Guy Walks Into a Psychiatrists Office
339,It all checks out.,2,1,Guy Walks Into a Psychiatrists Office
340,"Puerto Rico, the clinic.",2,1,Guy Walks Into a Psychiatrists Office
341,"All that shit, from what I can tell.",2,1,Guy Walks Into a Psychiatrists Office
342,"How was the guest bed, sleep okay?",2,1,Guy Walks Into a Psychiatrists Office
343,Great.,2,1,Guy Walks Into a Psychiatrists Office
344,Except usually I bring my own,2,1,Guy Walks Into a Psychiatrists Office
345,pillow. Ergonomic.,2,1,Guy Walks Into a Psychiatrists Office
346,Got ripped off at a bus stop,2,1,Guy Walks Into a Psychiatrists Office
347,in Rapid City.,2,1,Guy Walks Into a Psychiatrists Office
348,Linoleum's not good enough no more?,2,1,Guy Walks Into a Psychiatrists Office
349,Look who decides to join us!,2,1,Guy Walks Into a Psychiatrists Office
350,My little brother.,2,1,Guy Walks Into a Psychiatrists Office
351,"How you doing, Jan?",2,1,Guy Walks Into a Psychiatrists Office
352,Good.,2,1,Guy Walks Into a Psychiatrists Office
353,"""Parvati.""",2,1,Guy Walks Into a Psychiatrists Office
354,"I'm her brother, I get a pass.",2,1,Guy Walks Into a Psychiatrists Office
355,You look good.,2,1,Guy Walks Into a Psychiatrists Office
356,You look like a teenager.,2,1,Guy Walks Into a Psychiatrists Office
357,My therapist says I'm regressing.,2,1,Guy Walks Into a Psychiatrists Office
358,Your therapist?,2,1,Guy Walks Into a Psychiatrists Office
359,Who pays for that?,2,1,Guy Walks Into a Psychiatrists Office
360,State of Washington.,2,1,Guy Walks Into a Psychiatrists Office
361,Total disability.,2,1,Guy Walks Into a Psychiatrists Office
362,"Oh, yeah...",2,1,Guy Walks Into a Psychiatrists Office
363,...the Epstein-Barr.,2,1,Guy Walks Into a Psychiatrists Office
364,Was.,2,1,Guy Walks Into a Psychiatrists Office
365,Carpal tunnel from my last job.,2,1,Guy Walks Into a Psychiatrists Office
366,Steam milk machine.,2,1,Guy Walks Into a Psychiatrists Office
367,No worse pain.,2,1,Guy Walks Into a Psychiatrists Office
368,I stayed up waiting.,2,1,Guy Walks Into a Psychiatrists Office
369,When did you get in?,2,1,Guy Walks Into a Psychiatrists Office
370,"Late, you know, morning.",2,1,Guy Walks Into a Psychiatrists Office
371,What's that smell?,2,1,Guy Walks Into a Psychiatrists Office
372,Miso soup with seaweed.,2,1,Guy Walks Into a Psychiatrists Office
373,She was telling us about Seattle.,2,1,Guy Walks Into a Psychiatrists Office
374,I better not see those,2,1,Guy Walks Into a Psychiatrists Office
375,grunge pants on you.,2,1,Guy Walks Into a Psychiatrists Office
376,"Dad, how do you stay so hip?",2,1,Guy Walks Into a Psychiatrists Office
377,I'll be back in a sec.,2,1,Guy Walks Into a Psychiatrists Office
378,Don't let your father near my soup.,2,1,Guy Walks Into a Psychiatrists Office
379,He makes fun...,2,1,Guy Walks Into a Psychiatrists Office
380,...but he'll eat anything,2,1,Guy Walks Into a Psychiatrists Office
381,that's not locked away.,2,1,Guy Walks Into a Psychiatrists Office
382,Don't see her in years,2,1,Guy Walks Into a Psychiatrists Office
383,and you start in on her diet?,2,1,Guy Walks Into a Psychiatrists Office
384,"Believe me, she gives as good",2,1,Guy Walks Into a Psychiatrists Office
385,as she gets.,2,1,Guy Walks Into a Psychiatrists Office
386,Give me a hit off that.,2,1,Guy Walks Into a Psychiatrists Office
387,"Oh, ho! Who's in charge here?",2,1,Guy Walks Into a Psychiatrists Office
388,"You look sensational, Janice,",2,1,Guy Walks Into a Psychiatrists Office
389,"really. You know, not a line.",2,1,Guy Walks Into a Psychiatrists Office
390,Beautiful kids. You must be proud.,2,1,Guy Walks Into a Psychiatrists Office
391,"Yeah, how about that, huh?",2,1,Guy Walks Into a Psychiatrists Office
392,Even with our genes.,2,1,Guy Walks Into a Psychiatrists Office
393,"So, you still with that... Adolf?",2,1,Guy Walks Into a Psychiatrists Office
394,Rolf.,2,1,Guy Walks Into a Psychiatrists Office
395,No. Rolf went back to Andorra.,2,1,Guy Walks Into a Psychiatrists Office
396,You seem good. Mood-wise.,2,1,Guy Walks Into a Psychiatrists Office
397,"Yeah, things are very good nowadays.",2,1,Guy Walks Into a Psychiatrists Office
398,How are things really with Ma?,2,1,Guy Walks Into a Psychiatrists Office
399,She's dead to me.,2,1,Guy Walks Into a Psychiatrists Office
400,I don't want to get in your way.,2,1,Guy Walks Into a Psychiatrists Office
401,You stayed and took the brunt.,2,1,Guy Walks Into a Psychiatrists Office
402,"Barb and I, we're never gonna forget.",2,1,Guy Walks Into a Psychiatrists Office
403,You forgot it okay for about 20,2,1,Guy Walks Into a Psychiatrists Office
404,years. At least Barb pitched in.,2,1,Guy Walks Into a Psychiatrists Office
405,I've made my share of mistakes. But,2,1,Guy Walks Into a Psychiatrists Office
406,Ma can't stay in the hospital forever.,2,1,Guy Walks Into a Psychiatrists Office
407,I'll tell you about her stroke.,2,1,Guy Walks Into a Psychiatrists Office
408,It's called a conversion reaction.,2,1,Guy Walks Into a Psychiatrists Office
409,It's a big opera brought on by,2,1,Guy Walks Into a Psychiatrists Office
410,repressed rage. It's bullshit.,2,1,Guy Walks Into a Psychiatrists Office
411,No infarc-whatever-the-fuck.,2,1,Guy Walks Into a Psychiatrists Office
412,But the symptoms were the same,2,1,Guy Walks Into a Psychiatrists Office
413,as a stroke...,2,1,Guy Walks Into a Psychiatrists Office
414,...so she can't take care of herself.,2,1,Guy Walks Into a Psychiatrists Office
415,She's on the lam in that hospital.,2,1,Guy Walks Into a Psychiatrists Office
416,From me.,2,1,Guy Walks Into a Psychiatrists Office
417,"Who did what to who,",2,1,Guy Walks Into a Psychiatrists Office
418,it's not my business.,2,1,Guy Walks Into a Psychiatrists Office
419,Mom is bewildered. I mention you,2,1,Guy Walks Into a Psychiatrists Office
420,and her eyes fill up with tears.,2,1,Guy Walks Into a Psychiatrists Office
421,"Oh, boy!",2,1,Guy Walks Into a Psychiatrists Office
422,"I'm not asking you to step in, Tony.",2,1,Guy Walks Into a Psychiatrists Office
423,It's my turn now. That's why I came.,2,1,Guy Walks Into a Psychiatrists Office
424,She's a strega. She's the devil.,2,1,Guy Walks Into a Psychiatrists Office
425,"She was. Now she's just a confused,",2,1,Guy Walks Into a Psychiatrists Office
426,frightened old woman.,2,1,Guy Walks Into a Psychiatrists Office
427,"So, look, all I need is",2,1,Guy Walks Into a Psychiatrists Office
428,a couple hundred bucks...,2,1,Guy Walks Into a Psychiatrists Office
429,...to fix her car so I can get back,2,1,Guy Walks Into a Psychiatrists Office
430,and forth to the hospital.,2,1,Guy Walks Into a Psychiatrists Office
431,Then I'll take her to Seattle.,2,1,Guy Walks Into a Psychiatrists Office
432,I'll stay in her house meanwhile.,2,1,Guy Walks Into a Psychiatrists Office
433,"Oh, I doubt that.",2,1,Guy Walks Into a Psychiatrists Office
434,I just put her house on the market.,2,1,Guy Walks Into a Psychiatrists Office
435,Oh.,2,1,Guy Walks Into a Psychiatrists Office
436,Look...,2,1,Guy Walks Into a Psychiatrists Office
437,I'm glad you're here. Okay?,2,1,Guy Walks Into a Psychiatrists Office
438,"You want to play Florence Nightingale,",2,1,Guy Walks Into a Psychiatrists Office
439,that's your choice.,2,1,Guy Walks Into a Psychiatrists Office
440,Only this is the last time,2,1,Guy Walks Into a Psychiatrists Office
441,we mention her in this house.,2,1,Guy Walks Into a Psychiatrists Office
442,Okay.,2,1,Guy Walks Into a Psychiatrists Office
443,"Hey, T!",2,1,Guy Walks Into a Psychiatrists Office
444,"Seven and Seven, over here.",2,1,Guy Walks Into a Psychiatrists Office
445,"Whoa, what's the matter now?",2,1,Guy Walks Into a Psychiatrists Office
446,Loiaco called. Your two friends,2,1,Guy Walks Into a Psychiatrists Office
447,beat the shit out of a broker.,2,1,Guy Walks Into a Psychiatrists Office
448,Two others quit.,2,1,Guy Walks Into a Psychiatrists Office
449,He was pushing some other stock!,2,1,Guy Walks Into a Psychiatrists Office
450,It attracts negative attention.,2,1,Guy Walks Into a Psychiatrists Office
451,Then the fucks rip off,2,1,Guy Walks Into a Psychiatrists Office
